"","participant","slide","CHOL","confidence","asst_pred","unasst_pred","gt","name","type"
"694","P4Test1_02242019","slide1.9",0,1,1,1,1,"GI Specialist 1","GI Specialist"
"695","P4Test1_02242019","slide3.1",0.00032115,0.99967885,1,1,0,"GI Specialist 1","GI Specialist"
"696","P4Test1_02242019","slide3.10",0.887301855,0.112698145,0,1,0,"GI Specialist 1","GI Specialist"
"697","P4Test1_02242019","slide3.2",0.850430802,0.149569198,0,0,0,"GI Specialist 1","GI Specialist"
"698","P4Test1_02242019","slide3.3",0.725206017,0.274793983,0,0,0,"GI Specialist 1","GI Specialist"
"699","P4Test1_02242019","slide3.4",0.670611888,0.329388112,1,1,1,"GI Specialist 1","GI Specialist"
"700","P4Test1_02242019","slide3.5",0,1,1,1,1,"GI Specialist 1","GI Specialist"
"701","P4Test1_02242019","slide3.6",0.003100514,0.996899486,1,1,1,"GI Specialist 1","GI Specialist"
"702","P4Test1_02242019","slide3.7",0.999967061,3.29e-05,0,0,0,"GI Specialist 1","GI Specialist"
"703","P4Test1_02242019","slide3.8",0.992321852,0.007678148,0,0,0,"GI Specialist 1","GI Specialist"
"704","P4Test1_02242019","slide3.9",0.99628377,0.00371623,0,0,0,"GI Specialist 1","GI Specialist"
"705","P4Test1_02242019","slide5.1",0.990639238,0.009360762,0,0,0,"GI Specialist 1","GI Specialist"
"706","P4Test1_02242019","slide5.10",0.99924883,0.00075117,0,0,0,"GI Specialist 1","GI Specialist"
"707","P4Test1_02242019","slide5.2",0.679906964,0.320093036,0,0,0,"GI Specialist 1","GI Specialist"
"708","P4Test1_02242019","slide5.3",1.53e-05,0.999984741,1,1,1,"GI Specialist 1","GI Specialist"
"709","P4Test1_02242019","slide5.4",0.000164866,0.999835134,1,1,1,"GI Specialist 1","GI Specialist"
"710","P4Test1_02242019","slide5.5",0.017473578,0.982526422,1,1,1,"GI Specialist 1","GI Specialist"
"711","P4Test1_02242019","slide5.6",0.006005824,0.993994176,1,1,1,"GI Specialist 1","GI Specialist"
"712","P4Test1_02242019","slide5.7",0.778422073,0.221577927,0,0,0,"GI Specialist 1","GI Specialist"
"713","P4Test1_02242019","slide5.8",0.000208199,0.999791801,1,1,1,"GI Specialist 1","GI Specialist"
"714","P4Test1_02242019","slide5.9",1.37e-05,0.999986291,1,1,1,"GI Specialist 1","GI Specialist"
"715","P4Test1_02242019","slide7.1",0.166576445,0.833423555,1,1,0,"GI Specialist 1","GI Specialist"
"716","P4Test1_02242019","slide7.10",0.00486815,0.99513185,1,1,0,"GI Specialist 1","GI Specialist"
"717","P4Test1_02242019","slide7.2",1.67e-06,0.999998331,1,1,1,"GI Specialist 1","GI Specialist"
"718","P4Test1_02242019","slide7.3",0.967044931,0.032955069,0,0,0,"GI Specialist 1","GI Specialist"
"719","P4Test1_02242019","slide7.4",0.000663817,0.999336183,1,1,1,"GI Specialist 1","GI Specialist"
"720","P4Test1_02242019","slide7.5",0,1,1,1,1,"GI Specialist 1","GI Specialist"
"721","P4Test1_02242019","slide7.6",0.804810435,0.195189565,0,0,0,"GI Specialist 1","GI Specialist"
"722","P4Test1_02242019","slide7.7",4.77e-06,0.999995232,1,1,1,"GI Specialist 1","GI Specialist"
"723","P4Test1_02242019","slide7.8",0.996103482,0.003896518,0,0,0,"GI Specialist 1","GI Specialist"
"724","P4Test1_02242019","slide7.9",0.99267406,0.00732594,0,0,0,"GI Specialist 1","GI Specialist"
"725","P5Test2_02212019","slide0.1",0.051493466,0.948506534,NA,NA,NA,"Trainee 3","Trainee"
"726","P5Test2_02212019","slide0.3",0.770872593,0.229127407,NA,NA,NA,"Trainee 3","Trainee"
"727","P5Test2_02212019","slide2.1",0.000412613,0.999587387,1,1,1,"Trainee 3","Trainee"
"728","P5Test2_02212019","slide2.10",0.998698113,0.001301887,0,0,0,"Trainee 3","Trainee"
"729","P5Test2_02212019","slide2.2",0.999998593,1.41e-06,0,0,0,"Trainee 3","Trainee"
"730","P5Test2_02212019","slide2.3",0.980475929,0.019524071,0,0,0,"Trainee 3","Trainee"
"731","P5Test2_02212019","slide2.4",0.000120223,0.999879777,1,0,1,"Trainee 3","Trainee"
"732","P5Test2_02212019","slide2.5",0.995893843,0.004106157,0,0,0,"Trainee 3","Trainee"
"733","P5Test2_02212019","slide2.6",0.991333643,0.008666357,0,0,0,"Trainee 3","Trainee"
"734","P5Test2_02212019","slide2.7",0.442163087,0.557836913,1,0,1,"Trainee 3","Trainee"
"735","P5Test2_02212019","slide2.8",0.003775597,0.996224403,1,1,1,"Trainee 3","Trainee"
"736","P5Test2_02212019","slide2.9",0.068071753,0.931928247,1,1,1,"Trainee 3","Trainee"
"737","P5Test2_02212019","slide4.1",4.77e-07,0.999999523,1,1,1,"Trainee 3","Trainee"
"738","P5Test2_02212019","slide4.10",0.544256806,0.455743194,0,0,0,"Trainee 3","Trainee"
"739","P5Test2_02212019","slide4.2",3.34e-06,0.999996662,1,1,1,"Trainee 3","Trainee"
"740","P5Test2_02212019","slide4.3",0.876686086,0.123313914,1,0,1,"Trainee 3","Trainee"
"741","P5Test2_02212019","slide4.4",0.450268656,0.549731344,0,0,0,"Trainee 3","Trainee"
"742","P5Test2_02212019","slide4.5",4.7e-05,0.999953032,1,1,1,"Trainee 3","Trainee"
"743","P5Test2_02212019","slide4.6",0.55695504,0.44304496,1,1,1,"Trainee 3","Trainee"
"744","P5Test2_02212019","slide4.7",1.96e-05,0.99998045,1,1,1,"Trainee 3","Trainee"
"745","P5Test2_02212019","slide4.8",0.999998609,1.39e-06,0,0,0,"Trainee 3","Trainee"
"746","P5Test2_02212019","slide4.9",0.716447298,0.283552702,0,0,0,"Trainee 3","Trainee"
"747","P5Test2_02212019","slide6.1",2.38e-07,0.999999762,1,1,1,"Trainee 3","Trainee"
"748","P5Test2_02212019","slide6.10",0.482059212,0.517940788,1,0,1,"Trainee 3","Trainee"
"749","P5Test2_02212019","slide6.2",6.32e-05,0.999936819,1,1,1,"Trainee 3","Trainee"
"750","P5Test2_02212019","slide6.3",2.98e-07,0.999999702,1,1,1,"Trainee 3","Trainee"
"751","P5Test2_02212019","slide6.4",0.993690705,0.006309295,0,0,0,"Trainee 3","Trainee"
"752","P5Test2_02212019","slide6.5",0.777433306,0.222566694,0,0,0,"Trainee 3","Trainee"
"753","P5Test2_02212019","slide6.6",0.000594854,0.999405146,1,1,1,"Trainee 3","Trainee"
"754","P5Test2_02212019","slide6.7",0.461009979,0.538990021,0,0,0,"Trainee 3","Trainee"
"755","P5Test2_02212019","slide6.8",0.994735868,0.005264132,0,0,0,"Trainee 3","Trainee"
"756","P5Test2_02212019","slide6.9",0.999326483,0.000673517,0,0,0,"Trainee 3","Trainee"
"757","P5Test2_02212019","slide8.1",0.979376603,0.020623397,0,0,0,"Trainee 3","Trainee"
"758","P5Test2_02212019","slide8.10",3.58e-07,0.999999642,1,1,1,"Trainee 3","Trainee"
"759","P5Test2_02212019","slide8.2",0.978185998,0.021814002,0,0,0,"Trainee 3","Trainee"
"760","P5Test2_02212019","slide8.3",0.999943526,5.65e-05,0,0,0,"Trainee 3","Trainee"
"761","P5Test2_02212019","slide8.4",0.026745975,0.973254025,1,1,1,"Trainee 3","Trainee"
"762","P5Test2_02212019","slide8.5",0.181695372,0.818304628,1,1,1,"Trainee 3","Trainee"
"763","P5Test2_02212019","slide8.6",0.214941323,0.785058677,1,1,1,"Trainee 3","Trainee"
"764","P5Test2_02212019","slide8.7",0.727985799,0.272014201,0,0,0,"Trainee 3","Trainee"
"765","P5Test2_02212019","slide8.8",0.918753117,0.081246883,0,0,0,"Trainee 3","Trainee"
"766","P5Test2_02212019","slide8.9",0.351633132,0.648366868,1,1,1,"Trainee 3","Trainee"
"767","P6Test2_02262019","slide0.1",0.616865136,0.383134864,NA,NA,NA,"None-GI Specialist 1","Non-GI Specialist"
"768","P6Test2_02262019","slide0.2",0.446904788,0.553095212,NA,NA,NA,"None-GI Specialist 1","Non-GI Specialist"
"769","P6Test2_02262019","slide0.3",0.059712231,0.940287769,NA,NA,NA,"None-GI Specialist 1","Non-GI Specialist"
"770","P6Test2_02262019","slide0.4",0.976925183,0.023074817,NA,NA,NA,"None-GI Specialist 1","Non-GI Specialist"
"771","P6Test2_02262019","slide2.1",0,1,1,0,1,"None-GI Specialist 1","Non-GI Specialist"
"772","P6Test2_02262019","slide2.10",0.997930805,0.002069195,0,0,0,"None-GI Specialist 1","Non-GI Specialist"
"773","P6Test2_02262019","slide2.2",0.952320543,0.047679457,0,0,0,"None-GI Specialist 1","Non-GI Specialist"
"774","P6Test2_02262019","slide2.3",0.670195804,0.329804196,0,0,0,"None-GI Specialist 1","Non-GI Specialist"
"775","P6Test2_02262019","slide2.4",0.000351667,0.999648333,1,1,1,"None-GI Specialist 1","Non-GI Specialist"
"776","P6Test2_02262019","slide2.5",0.892426153,0.107573847,0,0,0,"None-GI Specialist 1","Non-GI Specialist"
"777","P6Test2_02262019","slide2.6",0.992993528,0.007006472,0,0,0,"None-GI Specialist 1","Non-GI Specialist"
"778","P6Test2_02262019","slide2.7",0.229643861,0.770356139,1,0,1,"None-GI Specialist 1","Non-GI Specialist"
"779","P6Test2_02262019","slide2.8",4.94e-05,0.999950647,1,0,1,"None-GI Specialist 1","Non-GI Specialist"
"780","P6Test2_02262019","slide2.9",0.005188545,0.994811455,1,1,1,"None-GI Specialist 1","Non-GI Specialist"
"781","P6Test2_02262019","slide4.1",0.030234317,0.969765683,1,1,1,"None-GI Specialist 1","Non-GI Specialist"
"782","P6Test2_02262019","slide4.10",0.58276897,0.41723103,0,0,0,"None-GI Specialist 1","Non-GI Specialist"
"783","P6Test2_02262019","slide4.2",0.000895143,0.999104857,1,0,1,"None-GI Specialist 1","Non-GI Specialist"
"784","P6Test2_02262019","slide4.3",0.990438875,0.009561125,0,0,1,"None-GI Specialist 1","Non-GI Specialist"
"785","P6Test2_02262019","slide4.4",0.858498241,0.141501759,0,0,0,"None-GI Specialist 1","Non-GI Specialist"
"786","P6Test2_02262019","slide4.5",7.15e-07,0.999999285,1,1,1,"None-GI Specialist 1","Non-GI Specialist"
"787","P6Test2_02262019","slide4.6",0.144016882,0.855983118,1,0,1,"None-GI Specialist 1","Non-GI Specialist"
"788","P6Test2_02262019","slide4.7",2.26e-05,0.99997743,1,1,1,"None-GI Specialist 1","Non-GI Specialist"
"789","P6Test2_02262019","slide4.8",0.999852583,0.000147417,0,0,0,"None-GI Specialist 1","Non-GI Specialist"
"790","P6Test2_02262019","slide4.9",0.99895378,0.00104622,0,0,0,"None-GI Specialist 1","Non-GI Specialist"
"791","P6Test2_02262019","slide6.1",0.000405848,0.999594152,1,0,1,"None-GI Specialist 1","Non-GI Specialist"
"792","P6Test2_02262019","slide6.10",0.000219256,0.999780744,1,0,1,"None-GI Specialist 1","Non-GI Specialist"
"793","P6Test2_02262019","slide6.2",9.8e-05,0.99990203,1,1,1,"None-GI Specialist 1","Non-GI Specialist"
"794","P6Test2_02262019","slide6.3",1.07e-06,0.999998927,1,1,1,"None-GI Specialist 1","Non-GI Specialist"
"795","P6Test2_02262019","slide6.4",0.990867289,0.009132711,0,0,0,"None-GI Specialist 1","Non-GI Specialist"
"796","P6Test2_02262019","slide6.5",0.736137494,0.263862506,0,0,0,"None-GI Specialist 1","Non-GI Specialist"
"797","P6Test2_02262019","slide6.6",0.000624259,0.999375741,1,1,1,"None-GI Specialist 1","Non-GI Specialist"
"798","P6Test2_02262019","slide6.7",0.011888901,0.988111099,1,0,0,"None-GI Specialist 1","Non-GI Specialist"
"799","P6Test2_02262019","slide6.8",0.746059363,0.253940637,0,0,0,"None-GI Specialist 1","Non-GI Specialist"
"800","P6Test2_02262019","slide6.9",0.971223288,0.028776712,0,0,0,"None-GI Specialist 1","Non-GI Specialist"
"801","P6Test2_02262019","slide8.1",0.884399568,0.115600432,0,0,0,"None-GI Specialist 1","Non-GI Specialist"
"802","P6Test2_02262019","slide8.10",4.29e-06,0.999995708,1,1,1,"None-GI Specialist 1","Non-GI Specialist"
"803","P6Test2_02262019","slide8.2",0.979487813,0.020512187,0,0,0,"None-GI Specialist 1","Non-GI Specialist"
"804","P6Test2_02262019","slide8.3",0.999873839,0.000126161,0,0,0,"None-GI Specialist 1","Non-GI Specialist"
"805","P6Test2_02262019","slide8.4",0.353920688,0.646079312,1,1,1,"None-GI Specialist 1","Non-GI Specialist"
"806","P6Test2_02262019","slide8.5",0.007487257,0.992512743,1,1,1,"None-GI Specialist 1","Non-GI Specialist"
"807","P6Test2_02262019","slide8.6",0.153017044,0.846982956,1,0,1,"None-GI Specialist 1","Non-GI Specialist"
"808","P6Test2_02262019","slide8.7",0.998021127,0.001978873,0,0,0,"None-GI Specialist 1","Non-GI Specialist"
"809","P6Test2_02262019","slide8.8",0.997441276,0.002558724,0,0,0,"None-GI Specialist 1","Non-GI Specialist"
"810","P6Test2_02262019","slide8.9",8.58e-05,0.999914229,1,1,1,"None-GI Specialist 1","Non-GI Specialist"
"811","P7Test2_02252019","slide0.1",0.035141408,0.964858592,NA,NA,NA,"GI Specialist 2","GI Specialist"
"812","P7Test2_02252019","slide0.2",0.244642556,0.755357444,NA,NA,NA,"GI Specialist 2","GI Specialist"
"813","P7Test2_02252019","slide2.1",0,1,1,1,1,"GI Specialist 2","GI Specialist"
"814","P7Test2_02252019","slide2.10",0.999915464,8.45e-05,0,0,0,"GI Specialist 2","GI Specialist"
"815","P7Test2_02252019","slide2.2",0.9999884,1.16e-05,0,0,0,"GI Specialist 2","GI Specialist"
"816","P7Test2_02252019","slide2.3",0.999644572,0.000355428,0,0,0,"GI Specialist 2","GI Specialist"
"817","P7Test2_02252019","slide2.4",2.19e-05,0.999978065,1,1,1,"GI Specialist 2","GI Specialist"
"818","P7Test2_02252019","slide2.5",0.99953625,0.00046375,0,0,0,"GI Specialist 2","GI Specialist"
"819","P7Test2_02252019","slide2.6",0.998225318,0.001774682,0,0,0,"GI Specialist 2","GI Specialist"
"820","P7Test2_02252019","slide2.7",0.493079239,0.506920761,1,1,1,"GI Specialist 2","GI Specialist"
"821","P7Test2_02252019","slide2.8",0,1,1,1,1,"GI Specialist 2","GI Specialist"
"822","P7Test2_02252019","slide2.9",0.000130296,0.999869704,1,1,1,"GI Specialist 2","GI Specialist"
"823","P7Test2_02252019","slide4.1",3.1e-06,0.999996901,1,1,1,"GI Specialist 2","GI Specialist"
"824","P7Test2_02252019","slide4.10",0.987744019,0.012255981,0,0,0,"GI Specialist 2","GI Specialist"
"825","P7Test2_02252019","slide4.2",0,1,1,1,1,"GI Specialist 2","GI Specialist"
"826","P7Test2_02252019","slide4.3",0.530575385,0.469424615,1,1,1,"GI Specialist 2","GI Specialist"
"827","P7Test2_02252019","slide4.4",0.99690987,0.00309013,0,0,0,"GI Specialist 2","GI Specialist"
"828","P7Test2_02252019","slide4.5",0,1,1,1,1,"GI Specialist 2","GI Specialist"
"829","P7Test2_02252019","slide4.6",0.342940092,0.657059908,1,1,1,"GI Specialist 2","GI Specialist"
"830","P7Test2_02252019","slide4.7",0,1,1,1,1,"GI Specialist 2","GI Specialist"
"831","P7Test2_02252019","slide4.8",0.999971555,2.84e-05,0,0,0,"GI Specialist 2","GI Specialist"
"832","P7Test2_02252019","slide4.9",0.982109176,0.017890824,0,0,0,"GI Specialist 2","GI Specialist"
"833","P7Test2_02252019","slide6.1",4.05e-05,0.999959469,1,1,1,"GI Specialist 2","GI Specialist"
"834","P7Test2_02252019","slide6.10",0.044926107,0.955073893,1,1,1,"GI Specialist 2","GI Specialist"
"835","P7Test2_02252019","slide6.2",0.000118852,0.999881148,1,1,1,"GI Specialist 2","GI Specialist"
"836","P7Test2_02252019","slide6.3",0,1,1,1,1,"GI Specialist 2","GI Specialist"
"837","P7Test2_02252019","slide6.4",0.991466888,0.008533112,0,0,0,"GI Specialist 2","GI Specialist"
"838","P7Test2_02252019","slide6.5",0.631501138,0.368498862,0,1,0,"GI Specialist 2","GI Specialist"
"839","P7Test2_02252019","slide6.6",6.02e-05,0.999939799,1,1,1,"GI Specialist 2","GI Specialist"
"840","P7Test2_02252019","slide6.7",0.986567,0.013433,0,1,0,"GI Specialist 2","GI Specialist"
"841","P7Test2_02252019","slide6.8",0.987512324,0.012487676,0,1,0,"GI Specialist 2","GI Specialist"
"842","P7Test2_02252019","slide6.9",0.9568257,0.0431743,0,0,0,"GI Specialist 2","GI Specialist"
"843","P7Test2_02252019","slide8.1",0.929094292,0.070905708,0,0,0,"GI Specialist 2","GI Specialist"
"844","P7Test2_02252019","slide8.10",1.19e-06,0.999998808,1,1,1,"GI Specialist 2","GI Specialist"
"845","P7Test2_02252019","slide8.2",0.952328563,0.047671437,0,0,0,"GI Specialist 2","GI Specialist"
"846","P7Test2_02252019","slide8.3",0.999903404,9.66e-05,0,0,0,"GI Specialist 2","GI Specialist"
"847","P7Test2_02252019","slide8.4",0.167576671,0.832423329,1,1,1,"GI Specialist 2","GI Specialist"
"848","P7Test2_02252019","slide8.5",0.000106573,0.999893427,1,1,1,"GI Specialist 2","GI Specialist"
"849","P7Test2_02252019","slide8.6",0.45419848,0.54580152,1,1,1,"GI Specialist 2","GI Specialist"
"850","P7Test2_02252019","slide8.7",0.99999078,9.22e-06,0,0,0,"GI Specialist 2","GI Specialist"
"851","P7Test2_02252019","slide8.8",0.884820677,0.115179323,0,0,0,"GI Specialist 2","GI Specialist"
"852","P7Test2_02252019","slide8.9",3.93e-06,0.999996066,1,1,1,"GI Specialist 2","GI Specialist"
"853","P8Test1_02282019","slide0.1",0.040652871,0.959347129,NA,NA,NA,"GI Specialist 3","GI Specialist"
"854","P8Test1_02282019","slide1.1",0.719490349,0.280509651,0,0,0,"GI Specialist 3","GI Specialist"
"855","P8Test1_02282019","slide1.10",0.6202721,0.3797279,0,0,0,"GI Specialist 3","GI Specialist"
"856","P8Test1_02282019","slide1.2",0.012726307,0.987273693,1,1,1,"GI Specialist 3","GI Specialist"
"857","P8Test1_02282019","slide1.3",0.984594735,0.015405265,0,0,0,"GI Specialist 3","GI Specialist"
"858","P8Test1_02282019","slide1.4",0.547577113,0.452422887,1,1,1,"GI Specialist 3","GI Specialist"
"859","P8Test1_02282019","slide1.5",1.69e-05,0.999983072,1,1,1,"GI Specialist 3","GI Specialist"
"860","P8Test1_02282019","slide1.6",0.975793764,0.024206236,0,0,0,"GI Specialist 3","GI Specialist"
"861","P8Test1_02282019","slide1.7",0.902396128,0.097603872,1,1,1,"GI Specialist 3","GI Specialist"
"862","P8Test1_02282019","slide1.8",0.143828988,0.856171012,1,1,1,"GI Specialist 3","GI Specialist"
"863","P8Test1_02282019","slide1.9",0,1,1,1,1,"GI Specialist 3","GI Specialist"
"864","P8Test1_02282019","slide3.1",3.58e-07,0.999999642,1,1,0,"GI Specialist 3","GI Specialist"
"865","P8Test1_02282019","slide3.10",0.838671848,0.161328152,0,0,0,"GI Specialist 3","GI Specialist"
"866","P8Test1_02282019","slide3.2",0.90333204,0.09666796,0,0,0,"GI Specialist 3","GI Specialist"
"867","P8Test1_02282019","slide3.3",0.991458933,0.008541067,0,0,0,"GI Specialist 3","GI Specialist"
"868","P8Test1_02282019","slide3.4",0.000165582,0.999834418,1,1,1,"GI Specialist 3","GI Specialist"
"869","P8Test1_02282019","slide3.5",1.19e-07,0.999999881,1,1,1,"GI Specialist 3","GI Specialist"
"870","P8Test1_02282019","slide3.6",0.31841214,0.68158786,1,1,1,"GI Specialist 3","GI Specialist"
"871","P8Test1_02282019","slide3.7",0.994506728,0.005493272,0,0,0,"GI Specialist 3","GI Specialist"
"872","P8Test1_02282019","slide3.8",0.996008032,0.003991968,0,0,0,"GI Specialist 3","GI Specialist"
"873","P8Test1_02282019","slide3.9",0.881238036,0.118761964,0,0,0,"GI Specialist 3","GI Specialist"
"874","P8Test1_02282019","slide5.1",0.976229168,0.023770832,0,0,0,"GI Specialist 3","GI Specialist"
"875","P8Test1_02282019","slide5.10",0.998311736,0.001688264,0,0,0,"GI Specialist 3","GI Specialist"
"876","P8Test1_02282019","slide5.2",0.573024392,0.426975608,0,0,0,"GI Specialist 3","GI Specialist"
"877","P8Test1_02282019","slide5.3",1.07e-06,0.999998927,1,1,1,"GI Specialist 3","GI Specialist"
"878","P8Test1_02282019","slide5.4",2.1e-05,0.999979019,1,1,1,"GI Specialist 3","GI Specialist"
"879","P8Test1_02282019","slide5.5",0.000162363,0.999837637,1,1,1,"GI Specialist 3","GI Specialist"
"880","P8Test1_02282019","slide5.6",0.001901805,0.998098195,1,1,1,"GI Specialist 3","GI Specialist"
"881","P8Test1_02282019","slide5.7",0.570898682,0.429101318,0,0,0,"GI Specialist 3","GI Specialist"
"882","P8Test1_02282019","slide5.8",7.9e-05,0.999920964,1,1,1,"GI Specialist 3","GI Specialist"
"883","P8Test1_02282019","slide5.9",1.3e-05,0.999987006,1,1,1,"GI Specialist 3","GI Specialist"
"884","P8Test1_02282019","slide7.1",0.988093054,0.011906946,0,0,0,"GI Specialist 3","GI Specialist"
"885","P8Test1_02282019","slide7.10",0.408004142,0.591995858,0,0,0,"GI Specialist 3","GI Specialist"
"886","P8Test1_02282019","slide7.2",0.056512594,0.943487406,1,1,1,"GI Specialist 3","GI Specialist"
"887","P8Test1_02282019","slide7.3",0.962771218,0.037228782,0,0,0,"GI Specialist 3","GI Specialist"
"888","P8Test1_02282019","slide7.4",0,1,1,1,1,"GI Specialist 3","GI Specialist"
"889","P8Test1_02282019","slide7.5",2.38e-07,0.999999762,1,1,1,"GI Specialist 3","GI Specialist"
"890","P8Test1_02282019","slide7.6",0.998451251,0.001548749,0,0,0,"GI Specialist 3","GI Specialist"
"891","P8Test1_02282019","slide7.7",0.081154426,0.918845574,0,1,1,"GI Specialist 3","GI Specialist"
"892","P8Test1_02282019","slide7.8",0.991429434,0.008570566,0,0,0,"GI Specialist 3","GI Specialist"
"893","P8Test1_02282019","slide7.9",0.042104304,0.957895696,0,0,0,"GI Specialist 3","GI Specialist"
"894","P9Test1_02242019","slide0.1",0.124775827,0.875224173,NA,NA,NA,"Trainee 2","Trainee"
"895","P9Test1_02242019","slide0.2",0.542636305,0.457363695,NA,NA,NA,"Trainee 2","Trainee"
"896","P9Test1_02242019","slide0.3",0.435892522,0.564107478,NA,NA,NA,"Trainee 2","Trainee"
"897","P9Test1_02242019","slide0.4",0.985309064,0.014690936,NA,NA,NA,"Trainee 2","Trainee"
"898","P9Test1_02242019","slide1.1",0.720936328,0.279063672,0,0,0,"Trainee 2","Trainee"
"899","P9Test1_02242019","slide1.10",0.629022153,0.370977847,0,0,0,"Trainee 2","Trainee"
"900","P9Test1_02242019","slide1.2",0.020898342,0.979101658,1,1,1,"Trainee 2","Trainee"
"901","P9Test1_02242019","slide1.3",0.99868966,0.00131034,0,0,0,"Trainee 2","Trainee"
"902","P9Test1_02242019","slide1.4",0.314153731,0.685846269,1,1,1,"Trainee 2","Trainee"
"903","P9Test1_02242019","slide1.5",9.66e-05,0.99990344,1,1,1,"Trainee 2","Trainee"
"904","P9Test1_02242019","slide1.6",0.982452793,0.017547207,0,0,0,"Trainee 2","Trainee"
"905","P9Test1_02242019","slide1.7",0.008437812,0.991562188,1,1,1,"Trainee 2","Trainee"
"906","P9Test1_02242019","slide1.8",0.275177419,0.724822581,1,1,1,"Trainee 2","Trainee"
"907","P9Test1_02242019","slide1.9",0,1,1,1,1,"Trainee 2","Trainee"
"908","P9Test1_02242019","slide3.1",9.57e-05,0.999904275,1,1,0,"Trainee 2","Trainee"
"909","P9Test1_02242019","slide3.10",0.971856084,0.028143916,0,0,0,"Trainee 2","Trainee"
"910","P9Test1_02242019","slide3.2",0.999984196,1.58e-05,0,0,0,"Trainee 2","Trainee"
"911","P9Test1_02242019","slide3.3",0.912436463,0.087563537,0,0,0,"Trainee 2","Trainee"
"912","P9Test1_02242019","slide3.4",0.00015831,0.99984169,1,1,1,"Trainee 2","Trainee"
"913","P9Test1_02242019","slide3.5",0,1,1,1,1,"Trainee 2","Trainee"
"914","P9Test1_02242019","slide3.6",0.007157922,0.992842078,1,1,1,"Trainee 2","Trainee"
"915","P9Test1_02242019","slide3.7",0.977579933,0.022420067,0,0,0,"Trainee 2","Trainee"
"916","P9Test1_02242019","slide3.8",0.907000951,0.092999049,0,0,0,"Trainee 2","Trainee"
"917","P9Test1_02242019","slide3.9",0.965841319,0.034158681,0,0,0,"Trainee 2","Trainee"
"918","P9Test1_02242019","slide5.1",0.861747235,0.138252765,0,0,0,"Trainee 2","Trainee"
"919","P9Test1_02242019","slide5.10",0.983382411,0.016617589,0,0,0,"Trainee 2","Trainee"
"920","P9Test1_02242019","slide5.2",0.970769536,0.029230464,0,0,0,"Trainee 2","Trainee"
"921","P9Test1_02242019","slide5.3",0,1,1,1,1,"Trainee 2","Trainee"
"922","P9Test1_02242019","slide5.4",7.03e-06,0.999992967,1,1,1,"Trainee 2","Trainee"
"923","P9Test1_02242019","slide5.5",0.00290513,0.99709487,1,1,1,"Trainee 2","Trainee"
"924","P9Test1_02242019","slide5.6",0.003000855,0.996999145,1,1,1,"Trainee 2","Trainee"
"925","P9Test1_02242019","slide5.7",0.982412335,0.017587665,0,0,0,"Trainee 2","Trainee"
"926","P9Test1_02242019","slide5.8",0.043866366,0.956133634,1,1,1,"Trainee 2","Trainee"
"927","P9Test1_02242019","slide5.9",1.72e-05,0.999982834,1,1,1,"Trainee 2","Trainee"
"928","P9Test1_02242019","slide7.1",0.992688381,0.007311619,0,1,0,"Trainee 2","Trainee"
"929","P9Test1_02242019","slide7.10",0.3363958,0.6636042,0,0,0,"Trainee 2","Trainee"
"930","P9Test1_02242019","slide7.2",5.36e-06,0.999994636,1,1,1,"Trainee 2","Trainee"
"931","P9Test1_02242019","slide7.3",0.915576689,0.084423311,0,0,0,"Trainee 2","Trainee"
"932","P9Test1_02242019","slide7.4",2.38e-07,0.999999762,1,1,1,"Trainee 2","Trainee"
"933","P9Test1_02242019","slide7.5",0,1,1,1,1,"Trainee 2","Trainee"
"934","P9Test1_02242019","slide7.6",0.973553102,0.026446898,0,0,0,"Trainee 2","Trainee"
"935","P9Test1_02242019","slide7.7",0,1,1,1,1,"Trainee 2","Trainee"
"936","P9Test1_02242019","slide7.8",0.895266585,0.104733415,0,0,0,"Trainee 2","Trainee"
"937","P9Test1_02242019","slide7.9",0.334533036,0.665466964,1,1,0,"Trainee 2","Trainee"
